Video_File,Audio_File,Duration,Transcript,translated_transcript,Summary
@baccercanman_video_7198466747459161390.mp4,@baccercanman_video_7198466747459161390.mp3,0.0,,,No transcript available.
@amyag215_video_7240265898953674027.mp4,@amyag215_video_7240265898953674027.mp3,23.0," In bed, petting, puppy number one. And I was petting puppy number two until I felt this. I hope I'm on the right for you, bitch. Can you guess what this is? Because I can guess what it fucking is. Because I didn't make the bed today. Did you guys?","In bed, petting, puppy number one. And I was petting puppy number two until I felt this. I hope I'm on the right for you, bitch. Can you guess what this is? Because I can guess what it fucking is. Because I didn't make the bed today. Did you guys?","The video shows someone in bed petting puppies when they feel something unpleasant under the covers. They suspect it's dog poop due to not making the bed. The clip uses humor and mild swearing to express their disgust and self-deprecatingly implies an addictive behavior of not making their bed. There's no apparent ONP (presumably ""Only New Pussy"" – a slang term related to a preference for new sexual partners) use in this context."
@zyngod69_video_7147117705924070698.mp4,@zyngod69_video_7147117705924070698.mp3,15.0," Yo, you got such a sense? I got you like, to real quick, just trying to buzz, you know? BODY! Let me hockin' upperdacky, say to you, Pellie. For my gummies, BODY, I'm just tryin' to get a buzzer runie in the membrane.","Yo, you got such a sense? I got you like, to real quick, just trying to buzz, you know? BODY! Let me hockin' upperdacky, say to you, Pellie. For my gummies, BODY, I'm just tryin' to get a buzzer runie in the membrane.","The video likely depicts someone seeking a quick, intense high (""buzz"") possibly from gummies.  The language (""hockin' upperdacky,"" ""buzzer runie in the membrane"") suggests playful exaggeration and possibly impaired speech, hinting at intoxication.  The repeated emphasis on ""BODY"" could be a humorous tic or related to the physical sensations of the high.  While the specific substance isn't named, the context suggests potential overuse/dependence."
@glc164_video_7145859059630066950.mp4,@glc164_video_7145859059630066950.mp3,7.0, What? What? Hey! Hahaha!,What? What? Hey! Hahaha!,"The video is extremely short and shows a surprised reaction.  The laughter suggests a humorous or lighthearted tone. There's no indication of addictive behavior, ONP use, or specific sentiment beyond amusement."
@adrianfloren_video_7161463756168400134.mp4,@adrianfloren_video_7161463756168400134.mp3,10.5, Hur ska du se ut om White Liping testes läppdes i en egens snur stusa? Jag hoppas verkligen ni kommer att titta om den här designen glöm inte att följa mig och även gillar en video Och tagga också gärna White Lip i kommentarsfältet,How should you look about the White Liping Test's siped in an own spin Stusa?I really hope you will look if this design does not forget to follow me and also like a video and also tagging white lip in the comments field,"The video discusses the ""White Liping Test"" (likely a lip gloss or lipstick product) and encourages viewers to try the product's ""own spin"" or unique style. The creator asks for follows, likes, and tagged comments mentioning the ""white lip"" brand, suggesting potential influencer marketing or promotion.  No clear addictive behavior, ONP use, humor, or specific sentiment is evident from the transcript."
@un777ucky_video_7168371153147268394.mp4,@un777ucky_video_7168371153147268394.mp3,54.32," Listen here, y'all be hating on me for my three milligrams in saying I should be doing six Well, high percentage of you probably are not old enough to buy it in any ways and get through other means And you're probably just happy with whatever you get and the stronger the better because you don't get as often And then the rest like it's just an awful flex awful flex flexing that you you know have like can do more nicotine But you know, I'll jump on that awful flex. How many of y'all have a sign? How many of y'all got this in? Light upside huh? Yeah, and I got other videos where I'm proving my nicotine worth I'm watching or don't watch mountain care. I got a video where I'm making like the Mexican candy with the Temor end on a zin. I did that make nicotine. What's nicotine? You see I coined that you know, it's a nicotine tea making tea out of zin pouches I used to do sixes too, but then I started to add roll","Listen here, y'all be hating on me for my three milligrams in saying I should be doing six Well, high percentage of you probably are not old enough to buy it in any ways and get through other means And you're probably just happy with whatever you get and the stronger the better because you don't get as often And then the rest like it's just an awful flex awful flex flexing that you you know have like can do more nicotine But you know, I'll jump on that awful flex. How many of y'all have a sign? How many of y'all got this in? Light upside huh? Yeah, and I got other videos where I'm proving my nicotine worth I'm watching or don't watch mountain care. I got a video where I'm making like the Mexican candy with the Temor end on a zin. I did that make nicotine. What's nicotine? You see I coined that you know, it's a nicotine tea making tea out of zin pouches I used to do sixes too, but then I started to add roll","The creator boasts about their nicotine use (3mg pouches), dismissing those who criticize them while ironically calling it an ""awful flex.""  They challenge viewers to match their nicotine tolerance and reference other videos showcasing nicotine-related activities, including making ""nicotine tea"" with Zyn pouches.  The video highlights addictive behavior and normalizes high nicotine consumption."
@mattcepedaa_video_7253949672094453034.mp4,@mattcepedaa_video_7253949672094453034.mp3,7.0," Yo, he has a fucking zim bruh, no fucking shot. Alright.","Yo, he has a fucking zim bruh, no fucking shot. Alright.","The video shows someone surprised by another person possessing a ""zim,"" likely a desirable item.  The strong language expresses excitement and disbelief. There's no clear indication of addictive behavior, ONP use, humor, or specific sentiment beyond astonishment."
@staysmokeless_video_7192735543455780101.mp4,@staysmokeless_video_7192735543455780101.mp3,14.0," Chill Sactor Essentials. Grab your skis, ski boots, helmet, poles, gloves, and of course, white fog off you go.","Chill Sactor Essentials. Grab your skis, ski boots, helmet, poles, gloves, and of course, white fog off you go.","The video showcases ""Chill Sactor Essentials"" for skiing: skis, boots, helmet, poles, gloves, and ""white fog"" (likely a humorous reference to vaping or other inhalants).  It highlights the gear needed for skiing but potentially hints at addictive behavior with the inclusion of the ""white fog."""
@robertderosa22_video_7192374841293556993.mp4,@robertderosa22_video_7192374841293556993.mp3,6.0," We are in Robotswold, but I'm just going to turn to my mouth. Hey, it's spinning, brother!","We are in Robotswold, but I'm just going to turn to my mouth. Hey, it's spinning, brother!","The video shows someone in a place called ""Robotswold"" playing with a spinning toy attached to their mouth.  The tone is lighthearted and humorous, and the speaker expresses excitement about the spinning. There's no indication of addictive behavior or ONP use."
@un777ucky_video_7221835480252419374.mp4,@un777ucky_video_7221835480252419374.mp3,28.0, 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5%,1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5%,"The video repetitively shows the number ""1.5%,"" likely referencing a low battery percentage on a phone. This suggests anxiety or frustration related to low phone battery and potentially hints at phone addiction or dependence, humorously highlighting the obsessive checking of battery life."
@janosik00_video_7166184655694122246.mp4,@janosik00_video_7166184655694122246.mp3,57.92, I guess I'm gonna go on this more and so if you spend nearly as much time as I do on the snowstech.gov you'll understand what I mean the two main content creators really on snowstech.gov and they are the polar opposite of each other the first example I'll give you is naishu up from what I believe I've heard that he's banned now but you can search up naishu up or man like 90 then you'll see his content and you'll get what I mean and they'll give me in a wrong way naishu is really good I like him for up to 7 for a year she put strength like 200 and 120 milligrams his reviews are very structured compatible next person we'll be talking about next sample of the one version is one of the review that I'll brand out but I wish I had one might as well have a cheeky little snowspeak after a waffle and none seems and then on the other side you have a jump back who can be summarised on what work as a PhD make good no man! wait a whole draw because he can I can only strive to achieve this grand level of snowstech and in my opinion does the two biggest snowstechs so and run over,I guess I'm gonna go on this more and so if you spend nearly as much time as I do on the snowstech.gov you'll understand what I mean the two main content creators really on snowstech.gov and they are the polar opposite of each other the first example I'll give you is naishu up from what I believe I've heard that he's banned now but you can search up naishu up or man like 90 then you'll see his content and you'll get what I mean and they'll give me in a wrong way naishu is really good I like him for up to 7 for a year she put strength like 200 and 120 milligrams his reviews are very structured compatible next person we'll be talking about next sample of the one version is one of the review that I'll brand out but I wish I had one might as well have a cheeky little snowspeak after a waffle and none seems and then on the other side you have a jump back who can be summarised on what work as a PhD make good no man! wait a whole draw because he can I can only strive to achieve this grand level of snowstech and in my opinion does the two biggest snowstechs so and run over,"The TikTok discusses two contrasting ""content creators"" found on snowstech.gov, a site likely related to drug use (implied by ""snow""). One, Naishu, offers structured reviews of substances, while the other, Jumpback, is portrayed humorously as erratic and excessive, boasting about high doses and seemingly mixing drugs with food.  The video suggests an addictive behavior pattern and potentially references online drug marketplaces (ONP) through the mention of ""snowstech.gov."" The creator's fascination with these figures implies a possible normalization or even glorification of drug use."
@zeitimbild_video_7215995862210612486.mp4,@zeitimbild_video_7215995862210612486.mp3,37.48," Schon zwölfjährige verwenden regelmäßig Nikotinbeutel und E-Welpes über Schwemmen die Schulen. Das zeigt eine neue Umfrage jetzt. Jugendliche aus Oberösterreich wurden dafür befragt und das Ergebnis ist alarmierend. Schon in der Unterstufe beginnen viele mit dem Konsum, bei manchen sind bis zu zehn Nikotinbeutel am Tag. Neben Wirkungen wie Erbrechen werden für den Kick teils in Kauf genommen. Das Problem während E-Welpes in Österreich für unter 18-jähriger verboten sind, sind die rechtlichen Regelungen bei Nikotinbeutel noch unklar und nicht in allen Bundesländern gleich. Expertsinnen kritisieren das jetzt scharf sie fordern ein generelles Nikotinbeutel Verbot für Jugendliche im ganzen Land.","Already twelve-year-olds regularly use nicotine bags and e-puppies about floods.This is shown by a new survey.Young people from Upper Austria were interviewed for this and the result is alarming.Already in the lower level, many start consumption, and some are up to ten nicotine bags a day.In addition to effects such as vomiting, the kick is sometimes accepted.The problem While e-puches in Austria are prohibited for under 18, the legal regulations for nicotine bags are still unclear and not the same in all federal states.Experts criticize that now sharply you are calling for a general nicotine bag for young people across the country.","A survey of young people in Upper Austria reveals alarming nicotine use, with some 12-year-olds consuming up to ten nicotine pouches daily.  Despite negative side effects like vomiting, they seek the nicotine ""kick.""  Current regulations regarding nicotine pouches are unclear and inconsistent across states, prompting expert calls for a nationwide ban for minors."
@joe.ster_video_7250830707528846634.mp4,@joe.ster_video_7250830707528846634.mp3,2.0, Now you're just showing off.,Now you're just showing off.,"The video likely depicts someone performing a skillful or impressive action, prompting the playful accusation of ""showing off.""  There's no clear indication of addictive behavior, ONP use, specific humor, or strong sentiment beyond lighthearted teasing."
@mrottfly666_video_7187505059993832710.mp4,@mrottfly666_video_7187505059993832710.mp3,22.0, I'm not a fan of you And I'll follow this dance baby Sleep when your dance goes live And your dance dance dance Dance when it's We gotta listen to this Sleep when your dance Sleep when your dance Sleep when it's Out when your dance,I'm not a fan of you And I'll follow this dance baby Sleep when your dance goes live And your dance dance dance Dance when it's We gotta listen to this Sleep when your dance Sleep when your dance Sleep when it's Out when your dance,"The video likely depicts someone obsessively watching and mimicking TikTok dances, possibly hinting at addictive behavior related to the platform.  The repetitive lyrics emphasize this fixation, particularly the phrases ""sleep when your dance goes live"" and ""dance when it's,"" suggesting they prioritize the dances over sleep or other activities. There's no clear indication of ONP (other people's) content use besides referencing the dance itself. The tone seems more observational than humorous or sentimental."
@gofri_7_video_7203459812712090886.mp4,@gofri_7_video_7203459812712090886.mp3,6.68," I gotta let you go, I gotta let you go No more soup","I gotta let you go, I gotta let you go No more soup","The video likely depicts someone dramatically and humorously ending their relationship with soup. This suggests a possible, though jokingly presented, addictive behavior toward soup (""I gotta let you go"") and the commitment to stop consuming it (""No more soup"").  There's no overt ONP (out-of-network provider) use or specific sentiment other than comedic exaggeration."
@nicolas_kaiser_video_7206391689483668741.mp4,@nicolas_kaiser_video_7206391689483668741.mp3,4.0," And if you're not speakin' is that me, but you Don't like sneaky shit at all you do","And if you're not speakin' is that me, but you Don't like sneaky shit at all you do","The video likely expresses strong dislike for ""sneaky"" behavior.  It suggests the speaker feels personally targeted by this behavior (""is that me""). There's no clear indication of addiction, ONP use, or humor in this short snippet. The sentiment is negative, expressing annoyance or frustration."
@semisauced_video_7213482011107921194.mp4,@semisauced_video_7213482011107921194.mp3,27.0," people who's in are f**king maniacs. I've tried it in twice. The first time I think like most people, I was drunk. The second time I tried it was the next day. So I'm golfing with the boys. My buddy throws one in. I'm like, yo, hand me one. And he's like, are you sure? These are sixes or different beats. I'm like, oh, I had one last time. It wasn't that bad. About a solid three minutes later, I can barely walk. We finished the whole, I projectile vomit all over the cart path multiple times. I really don't understand how you cycle paths. Just push through that stage.","people who's in are f**king maniacs. I've tried it in twice. The first time I think like most people, I was drunk. The second time I tried it was the next day. So I'm golfing with the boys. My buddy throws one in. I'm like, yo, hand me one. And he's like, are you sure? These are sixes or different beats. I'm like, oh, I had one last time. It wasn't that bad. About a solid three minutes later, I can barely walk. We finished the whole, I projectile vomit all over the cart path multiple times. I really don't understand how you cycle paths. Just push through that stage.","The speaker recounts two experiences with ONP (likely nicotine pouches, given the context of ""sixes"").  They downplay the initial effects based on a prior drunken experience, then quickly succumb to overwhelming nausea and vomiting while golfing.  The video humorously depicts the speaker's underestimation of the ONP's strength and their rapid descent into sickness, suggesting a potential addictive tendency despite the negative consequences."
@docfrankhere_video_7167928355973729582.mp4,@docfrankhere_video_7167928355973729582.mp3,59.0," Something you didn't know about zen. This product contains Aspartame. Aspartame is an artificial sweetener that comes with a whole bunch of side effects. Now the funny thing is a lot of people say to me, but Dr. Frank, Aspartame is found in diet soda and a lot of foods. It is in a very, very small percentage, but here's the kicker. When you're using a zen product, you're getting buccal absorption. So that Aspartame is bypassing the liver and bypassing the GI system and going directly into the bloodstream. So people often get increased anxiety, headaches, skin problems, stomach problems, all these weird things. And yes, it could be from the nicotine. But I have a strong feeling it has a lot to do with the Aspartame. This goes for a lot of people who can't tolerate like gum, nicorette being an example. Aspartame.","Something you didn't know about zen. This product contains Aspartame. Aspartame is an artificial sweetener that comes with a whole bunch of side effects. Now the funny thing is a lot of people say to me, but Dr. Frank, Aspartame is found in diet soda and a lot of foods. It is in a very, very small percentage, but here's the kicker. When you're using a zen product, you're getting buccal absorption. So that Aspartame is bypassing the liver and bypassing the GI system and going directly into the bloodstream. So people often get increased anxiety, headaches, skin problems, stomach problems, all these weird things. And yes, it could be from the nicotine. But I have a strong feeling it has a lot to do with the Aspartame. This goes for a lot of people who can't tolerate like gum, nicorette being an example. Aspartame.","This TikTok video warns against Aspartame in Zyn nicotine pouches.  The creator, ""Dr. Frank,"" claims the buccal absorption of Aspartame bypasses the liver, leading to side effects like anxiety, headaches, and stomach issues, which are often mistaken for nicotine effects. He compares it to reactions some have to gum and Nicorette, also containing Aspartame."
@elliektv_video_7267525098330918176.mp4,@elliektv_video_7267525098330918176.mp3,15.44, Det er dag i en utenstins. Jeg har en brunnen med en debak til mærkt og bare abte etterbete. Det går litt som glæt jeg bare lyst til å snakke hele tiden.,It is day in an out -of -stem.I have a well with a debak to the meat and just abte.It goes a bit like I just want to talk all the time.,"The video depicts someone struggling with a seemingly addictive need to talk incessantly (""I just want to talk all the time""). The transcript suggests they're out of their usual routine (""out-of-stem"") and possibly indulging in comfort food (""meat"").  The fragmented language hints at potential distress or disorientation, though whether it's played for humor is unclear.  There's no clear indication of ONP (online negativity phenomenon) use."
@baccercanman_video_7228917664045911338.mp4,@baccercanman_video_7228917664045911338.mp3,0.0,,,No transcript available.
@amar.pkc_video_7149222402491157765.mp4,@amar.pkc_video_7149222402491157765.mp3,4.78, Bye!,Bye!,No transcript available.
@antoniobankjes_video_7264242595990179104.mp4,@antoniobankjes_video_7264242595990179104.mp3,31.0," Jouw, apie wat daar aan, kom man. Ja, duurlijk, ja, aan de juw dan man, werken voor je centen neefie. Maar wat doe je dan precies? Als ik hier zie je toch ook neefie. Ik zie hem als spelers aanraken, maar is dat een nummer 10? Ja, niet één nummer 10. Ja, zij meerdere nu. Wow! We hebben al mijn tijd in het oosten. Wow! Wow, mag ik het eens je dan? Ja, ik heb mijn efo. Ik wil jij het eens jew? Ga je hem niet eens geven dan? Ik heb de drie of vier of vijf voor de prijs van één. Wow! Wow! Wow! Wat had ik het de laat dan welела ma.","Your, apie what about that, come man.Yes, most, yes, the gem then man, work for your money cousin.But what exactly do you do?When I see here too, cousin.I see him touching as players, but is that a number 10?Yes, not one number 10. Yes, she super now.Wow!We have all my time in the east.Wow!Wow, can I agree?Yes, I have my EFO.I want it once jew?Are you not even going to give him then?I have the three or four or five for the price of one.Wow!Wow!Wow!What did I have the late N thencriptions.","The video likely shows someone (possibly a street vendor) enthusiastically showcasing goods, perhaps numbered jerseys.  The dialogue is nonsensical and humorous, potentially mimicking a sales pitch. There's no clear indication of addictive behavior or ONP use, but the exaggerated enthusiasm could be interpreted satirically.  The overall sentiment is lighthearted and comedic."
@polletestar_video_7151023504899722502.mp4,@polletestar_video_7151023504899722502.mp3,36.2, Skål och det var högtags att säga så där kan det vara en nytt av snabbt dagens debats att säga Det kan kanske... om ni spelar fifas så var... skålavida liksom för ett enkelt fifat Power Shirts En iför eller emot att säga Jag själv... när jag märkbar är Power Shirts en sats insats så Sjhh Då kommer allt igre in men det går åt att sitta Och sen bara detta är mitt lagsats Jag ser så här en snus måste ta oss om man ska kolla på ett halaget så Jag ser så här Skål och hållit gutt och hej,Cheers and it was high to say so there it can be a new one of quickly today's debates to say it can ... if you play fifas then be ... bowlavida as well as for a simple fifat power shirts one in or against saying myself ... when i noticeable is power shirts a batch of effort so seven then everything is to be heldThe halage so I see this bowl and kept Gutt and Hello,"The video seems to show someone playing the FIFA video game while drinking. The speaker's slurred speech suggests they are intoxicated.  They appear to be celebrating a win, possibly attributing it to the drink (""power shirts""). The overall tone is humorous due to the inebriated state and unclear speech."
@tiktokterapi_video_7256401450249637146.mp4,@tiktokterapi_video_7256401450249637146.mp3,75.88," Jeg har et spært smule til at vilket i det i her står for eller ting for i jo og mist og på min. Er det sjukkelele? Er det kokagen? Er det ramme for til min? Er det Nikotinen snubseler sig grader? Eller er det sikks? Kommenterer det, ender det kommer med svare deres sig? Vil du ikke du rankere rettet? Så skabe jeg nerang 1, 2, 3, 4, 5, med der frekker jo og mist. Et er mist. Fem er minst. Og deres sig, om du har ramme rettet? Ok, når man i prøvlisten er ramme for til min, altid spidt, det fregiver 10 gange som meget dopamine som det normalt har flydet nerund i herren. Nr. 2 er kokagen. Det fregiver 2, en halvegang eller de som meget dukamin, end der normalt er i din lern. Lige efter, er det faktisk sikker grader snubsel, som også hever det dukaminne på med 2, en halvegang. Så sørger for at komme i tank med en deres snubseler, der ryger masseret osvare og fortælle, men det er bæsigt det har den samme effekt simul kokagen i en på de dukaminne på. Efter det, så er det 6. Det fregiver 2 gange som meget dopamine, så det fordobler altså dopamine-øgningen i din i herren. Fra hvad der er i deres enomalt, os sidste er sjulået med en, kommet 5 gange som meget dukamin som der normalt. Ja. Komensere den her video, hvis du fik den her rigtigt, det er en ven, som har brug for at høre det, og om du skal finde ven side fra færdsjøkologtips, og faktisk hvis du kan lide den her video.","I have a raised a bit to get in it in here stands for or things for you and mist and on mine.Is it shaky?Is it the cookie?Is that frame for mine?Is it nicotine is stubborn degrees?Or is it SIKKS?Commenting it, ending it comes with responding theirs?Don't you want to rank fixed?Then I create Nerang 1, 2, 3, 4, 5, with there frekker and Mist.One is mist.Five is at least.And theirs say if you have hit?OK, when you are in the trial list for mine, always spite, it frokes 10 times as very dopamine as it has usually floated in the Lord.No.2 is the cookie.It freckles 2, a half -time or those as much dukamine than is usually in your lern.Right after, it is actually safe degrees snubbing, which also raises the dukamin with 2, a half -time.Then make sure to get in a tank with one their snubbeds that smoke massaged osquarius and tell, but it is viable it has the same effect simul the cookie in one on the dukamin on.After that, it is 6. It is frokning twice as very dopamine, so it doubles the dopamine search in yours in the Lord.From what is in their enomal, the last of us is shy with one, came 5 times as much dukamine as there usually.Yes.Coming this video, if you got this right, it's a friend who needs to hear it and whether you need to find a friend's page from travel joke tips, and actually if you like this video.","The video humorously ranks common addictive behaviors/substances based on (fabricated) dopamine release levels. It incorrectly names dopamine as ""dukamine"" and features nonsensical phrases like ""frekker and Mist."" The ranking includes nicotine, cookies, ASMR, and fictional activities like ""SIKKS,"" presented as a joke about addiction and the pursuit of dopamine hits."
@plotnui_video_7141049472368381185.mp4,@plotnui_video_7141049472368381185.mp3,25.76," Столопство, столопство, столопство. Сразу говорю, дюшатам, тони цікаво відсіюємося, відсіюємося, ушли, ушли, дівіться хлопцях, то кідає себе рів, чистують за того, що вона гребе, так само як на свай. От единтично. Почуть-чуть, по маленьку, голову не кружить, все чотко. А не як кідаєш, якось допустим віку, якала має їбло сразу. От себе рі, а топчик. Роші, хороші.","Stock, stoloism, stoloism.I am at once I speak, Duchetes, tones are interesting to squeeze, we squeeze, gone, gone, dwell the boys, then they are in a ditch, they clean themselves, clean for the fact that it is rowing, just like on a pray.That's edntic.They feel, on a small one, the head does not spin, everything is chosen.And not as you know, somehow permissible age, which has a duty at once.Here is a ri, and the tops.Roshi, good.","The video appears to show someone squeezing something (possibly tubes of paint or glue), likely repetitively. The nonsensical language suggests a possible altered mental state or attempt at humor.  The fragmented phrases like ""gone, gone"" and ""clean themselves"" hint at a possible focus on the repetitive action and its perceived cleansing or satisfying effect, potentially suggestive of an addictive behavior. There's no clear indication of ONP use."
@underbarasvenskar_video_7234511856939928858.mp4,@underbarasvenskar_video_7234511856939928858.mp3,16.0, Det är ju inte sant. Inte kan jag skriva ut alls nu. Inte det? Har du nåt nu? Har du en nyckeln? Har du nåt nu? Har du nåt nu? Har du nåt nu? Har du nåt nu?,That's not true.I can't print at all now.Not that?Do you have anything now?Do you have a key?Do you have anything now?Do you have anything now?Do you have anything now?Do you have anything now?,"The video likely depicts someone humorously struggling with a printer, perhaps frantically and repeatedly asking for a key or solution.  The repetitive questioning suggests a frustrated, possibly obsessive, focus on the issue, although not necessarily an addiction. There's no mention of ONP (presumably online pornography) use."
@sarki_fuszeres_video_7165895363704917254.mp4,@sarki_fuszeres_video_7165895363704917254.mp3,0.0,,,No transcript available.
@themartinlarsson_video_7245716880130854171.mp4,@themartinlarsson_video_7245716880130854171.mp3,28.06," Skulle du kunna springa och hämta min snubstosa? Nej! Snälla! Det är vad vi har lätt! Snälla! Tack! Jag får en skattjack-sforren! Nej, kan du inte bara komma med den? Alla, vad är jag snälla snusar? Kan jag få den? Ställa! Nej, kan jag få den? Ställa, ställa! Nej, kan jag få den? Ställa, ställa! Kan jag få den? Ställa! Snälla! Ställa, ställa! Kan jag få den? Snälla, ställa! Nå! Ställa! Ha, ha, ha! Tackar!","Would you be able to run and pick up my snubstosa?No!Please!That's what we have easy!Please!Thanks!I get a treasure jack-for!No, can't you just come up with it?Everyone, what am I kind of sniffing?Can I have it?Set!No, can I have it?Set, set!No, can I have it?Set, set!Can I have it?Set!Please!Set, set!Can I have it?Please, put it!Reach!Set!Ha, ha, ha!!","This TikTok likely depicts a humorous interaction where someone repeatedly asks another person to fetch their ""snubstosa"" (likely a nonsense word for a desired object).  The requester's insistent pleas and the other person's playful denials create a comedic back-and-forth.  There's no indication of addictive behavior or ONP use, but the video's humor comes from the exaggerated need and the playful frustration between the individuals."
@la.speciale_video_7224083349944552731.mp4,@la.speciale_video_7224083349944552731.mp3,4.48, T'as comme混 BangSien Le Tiit Là Va Si Tu monetises Tiit Là Va Vi BAP Ys,You have like 混 Bangsien it drove it goes if you monetize tuit there go vi bap ys,"The transcript is gibberish and doesn't describe a coherent video. It seems to be a string of random words, possibly mis-transcribed audio.  There's no discernible subject, humor, or sentiment, and no indication of addictive behavior or ONP use."
@bordsanka_video_7138701987968781573.mp4,@bordsanka_video_7138701987968781573.mp3,108.0," Hej, från Nybergång. Hur ska vi testa den 3D och sista av de nya lungeringstobagsfri? Idag är det en små ringfrost. Den beskriv som Nikko-tina-portrona med det toner av 3 gårdsminter och Ekelyttus. Jag förväntar mig att den här ska vara lite minntig, och det vill den första minter era. En de jäse tills åren där. När lutar de extra sweet mint tugga min. Men ja, samma prila som nåt som andra. Testa den. Jag är lite fyrd. Och har fått mega höst känsla där av stegat fria och det är bruna. Jag vill bara visa hur fin och blå himlen är. Men tillbaka till snusen. Den här är då tre blåstark. De har man varit två stycken. Den. Den smakar inte som det är tuggmitt som jag lukte så. Besta sättet att beskriva den är att det är en kridig mint. Lite lik den winter chill. Den kridig mint är helt enkelt. Inte så pavutan. Kridig. Träfflig. Jag tror att jag kommer igenom det. Krovetier. Precis som de andra två. Väldigt stända att jag har varit här. Jag pratar väldigt tyss för sitt godkongen. Jag vill inte grannarna. Jag ska höra mig. I dag ska jag ha riktig hos dag. Jag ska ha gitt i manver och hoppa sekundärm. Men min kusin är så lätt med sitt. Och den ska vi göra pizza. Hej.","Hello, from newbuilding.How should we test the 3D and the last of the new lung -free -free?Today it is a small ring frost.It describes as Nikko-Tina portron with the tones of 3 farm minutes and Ekelytus.I expect this one to be a little remembering, and it wants the first Minter Era.One they ferment until the years there.When they lean extra sweet mint chew mine.But yes, the same prile as something as others.Test it.I'm a little four.And have got mega autumn feeling there by step free and it is brown.I just want to show how nice and blue sky is.But back to the snuff.This one is then three blisters.They have been two.The.It does not taste like it is chewing that I smell like that.Besting the way to describe it is that it is a crisp mint.A bit like the Winter Chill.The crisp mint is simply.Not so pavutan.Crowned.Hitful.I think I'll get through it.Krovier.Just like the other two.Very stunned that I have been here.I talk very tying for their approval.I don't want the neighbors.I'll hear me.Today I will have real in day.I should have been in manver and jump secondary.But my cousin is so easy with its.And we will make pizza.Hello.","The video shows a person reviewing a new nicotine pouch (likely ONP/snus) called ""small ring frost"" with a mint and eucalyptus flavor.  They compare it to other mint pouches, describing this one as a ""crisp mint,"" similar to ""Winter Chill"" but less intense. The speaker also mentions feeling a ""mega autumn feeling"" and plans to stay home making pizza instead of going out.  There's a slight anxious/self-conscious tone as they worry about being overheard while talking about the product."
@jimnazonearth_video_7251264173504613659.mp4,@jimnazonearth_video_7251264173504613659.mp3,25.08," 3-djøk gradens nysperandah og har velæppen av fart inn i ny kross. Hva skal vi gjøre nu? Du får to og kjære hva det er nu velæppen. Annars åker den inn i ryggomortes. Og inn med... ...vinnsett og precision. Bunker, bunker! Sima, sol! Ja! Ja! Kjennens nus eller?","3-Djøk Graden's Nysperandah and has the well-being of speed into a new crusher.What should we do now?You get two and dear what it is now the welcome.Annars field it into the back of the back.And in with ... ... Winning and Precision.Bunker, bunker!Sima, sun!Yes!Yes!Knowers nus or?","The video likely shows someone playing a golf video game, excitedly celebrating a successful shot.  The somewhat nonsensical transcript suggests humorous commentary, possibly fueled by excitement, but provides no clear evidence of addictive behavior or ONP use. The overall sentiment is joyful and triumphant."
@selinawagnerrr_video_7139158360254942469.mp4,@selinawagnerrr_video_7139158360254942469.mp3,7.0, ExkuseMe? Wir haben 2022!,Exkuseme?We have 2022!,"The video likely expresses incredulity or outrage at something outdated or inappropriate happening in the present day (2022).  The humorous misspelling of ""excuse me"" adds to the sarcastic tone. There's no indication of addictive behavior or ONP (other non-pharmaceutical drug) use.  The overall sentiment is one of disbelief and annoyance."
@la.speciale_video_7246445272581066011.mp4,@la.speciale_video_7246445272581066011.mp3,6.0," Mais faut que tu me fasses un mini, m'en confiants, sonira pas loin, si t'es coût que les gens...","But you have to make me a mini, confident, will be far away, if you are cost that people ...","The transcript is nonsensical and doesn't describe a coherent video. It's likely a fragment or based on automated captions that misinterpreted the audio.  There's no clear indication of what's shown, any addictive behavior, online negativity or positivity, humor, or specific sentiment."
@farochsongymmar_video_7223406490789383450.mp4,@farochsongymmar_video_7223406490789383450.mp3,35.0," Vad ska du göra då? Jag har haft upp av snusningen i tre dagar. Vi tänkte ta en och kolla om vi kickar. Kickar den till nu då är det nog fel. Det ringer vi inte så snusar. Så här är det gått snart. Det är så svittmattare och gad. Ja, vi går åt det kommer vi att ta och... Den sörjer såna. Det var ett sådant snus. Sticker den? Ja, det är slik. Man brukar känna att man... ...själns det lycklig att man får när jag kickar.","What should you do then?I have been up by the snuff for three days.We were going to take one and check if we kick.Kicks it until now then it's probably wrong.We don't call that so sniff.So here's it soon.It is so stinging and GAD.Yes, we go about it we will take and ... it grieves like that.It was such a snuff.Does it stick?Yes, it's such.You usually feel that you ... ... Själns it lucky that you get when I kick.","The video shows someone demonstrating how to use snuff (likely nasal snuff). They've been using it for three days straight, indicating potential addictive behavior.  They describe the sensation as stinging and painful, but also express a desire for the ""kick"" it provides, suggesting they're chasing a pleasurable effect despite the discomfort. The overall tone seems somewhat reckless and potentially humorous due to the casual way they discuss the negative effects."
